,ate,Open,High,Low,Close*,Adj Close**,Volume
315,"May 12, 2017",2392.44,2392.44,2387.19,2390.9,2390.9,3305630000.0
316,"May 11, 2017",2394.84,2395.72,2381.74,2394.44,2394.44,3727420000.0
317,"May 10, 2017",2396.79,2399.74,2392.79,2399.63,2399.63,3643530000.0
318,"May 09, 2017",2401.58,2403.87,2392.44,2396.92,2396.92,3653590000.0
319,"May 08, 2017",2399.94,2401.36,2393.92,2399.38,2399.38,3429440000.0
320,"May 05, 2017",2392.37,2399.29,2389.38,2399.29,2399.29,3540140000.0
321,"May 04, 2017",2389.79,2391.43,2380.35,2389.52,2389.52,4362540000.0
322,"May 03, 2017",2386.5,2389.82,2379.75,2388.13,2388.13,3893990000.0
323,"May 02, 2017",2391.05,2392.93,2385.82,2391.17,2391.17,3813680000.0
324,"May 01, 2017",2388.5,2394.49,2384.83,2388.33,2388.33,3199240000.0
325,"Apr 28, 2017",2393.68,2393.68,2382.36,2384.2,2384.2,3718270000.0
326,"Apr 27, 2017",2389.7,2392.1,2382.68,2388.77,2388.77,4098460000.0
327,"Apr 26, 2017",2388.98,2398.16,2386.78,2387.45,2387.45,4105920000.0
328,"Apr 25, 2017",2381.51,2392.48,2381.15,2388.61,2388.61,3995240000.0
329,"Apr 24, 2017",2370.33,2376.98,2369.19,2374.15,2374.15,3690650000.0
330,"Apr 21, 2017",2354.74,2356.18,2344.51,2348.69,2348.69,3503360000.0
331,"Apr 20, 2017",2342.69,2361.37,2340.91,2355.84,2355.84,3647420000.0
332,"Apr 19, 2017",2346.79,2352.63,2335.05,2338.17,2338.17,3519900000.0
333,"Apr 18, 2017",2342.53,2348.35,2334.54,2342.19,2342.19,3269840000.0
334,"Apr 17, 2017",2332.62,2349.14,2332.51,2349.01,2349.01,2824710000.0
335,"Apr 13, 2017",2341.98,2348.26,2328.95,2328.95,2328.95,3143890000.0
336,"Apr 12, 2017",2352.15,2352.72,2341.18,2344.93,2344.93,3196950000.0
337,"Apr 11, 2017",2353.92,2355.22,2337.25,2353.78,2353.78,3117420000.0
338,"Apr 10, 2017",2357.16,2366.37,2351.5,2357.16,2357.16,2785410000.0
339,"Apr 07, 2017",2356.59,2363.76,2350.74,2355.54,2355.54,3053150000.0
340,"Apr 06, 2017",2353.79,2364.16,2348.9,2357.49,2357.49,3201920000.0
341,"Apr 05, 2017",2366.59,2378.36,2350.52,2352.95,2352.95,3770520000.0
342,"Apr 04, 2017",2354.76,2360.53,2350.72,2360.16,2360.16,3206240000.0
343,"Apr 03, 2017",2362.34,2365.87,2344.73,2358.84,2358.84,3416400000.0
344,"Mar 31, 2017",2364.82,2370.35,2362.6,2362.72,2362.72,3354110000.0
345,"Mar 30, 2017",2361.31,2370.42,2358.58,2368.06,2368.06,3158420000.0
346,"Mar 29, 2017",2356.54,2363.36,2352.94,2361.13,2361.13,3106940000.0
347,"Mar 28, 2017",2339.79,2363.78,2337.63,2358.57,2358.57,3367780000.0
348,"Mar 27, 2017",2329.11,2344.9,2322.25,2341.59,2341.59,3240230000.0
349,"Mar 24, 2017",2350.42,2356.22,2335.74,2343.98,2343.98,2975130000.0
350,"Mar 23, 2017",2345.97,2358.92,2342.13,2345.96,2345.96,3260600000.0
351,"Mar 22, 2017",2343.0,2351.81,2336.45,2348.45,2348.45,3572730000.0
352,"Mar 21, 2017",2379.32,2381.93,2341.9,2344.02,2344.02,4265590000.0
353,"Mar 20, 2017",2378.24,2379.55,2369.66,2373.47,2373.47,3054930000.0
354,"Mar 17, 2017",2383.71,2385.71,2377.64,2378.25,2378.25,5178040000.0
355,"Mar 16, 2017",2387.71,2388.1,2377.18,2381.38,2381.38,3365660000.0
356,"Mar 15, 2017",2370.34,2390.01,2368.94,2385.26,2385.26,3906840000.0
357,"Mar 14, 2017",2368.55,2368.55,2358.18,2365.45,2365.45,3172630000.0
358,"Mar 13, 2017",2371.56,2374.42,2368.52,2373.47,2373.47,3133900000.0
359,"Mar 10, 2017",2372.52,2376.86,2363.04,2372.6,2372.6,3432950000.0
360,"Mar 09, 2017",2363.49,2369.08,2354.54,2364.87,2364.87,3716340000.0
361,"Mar 08, 2017",2369.81,2373.09,2361.01,2362.98,2362.98,3812100000.0
362,"Mar 07, 2017",2370.74,2375.12,2365.51,2368.39,2368.39,3518390000.0
363,"Mar 06, 2017",2375.23,2378.8,2367.98,2375.31,2375.31,3232700000.0
364,"Mar 03, 2017",2380.92,2383.89,2375.39,2383.12,2383.12,3555260000.0
365,"Mar 02, 2017",2394.75,2394.75,2380.17,2381.92,2381.92,3821320000.0
366,"Mar 01, 2017",2380.13,2400.98,2380.13,2395.96,2395.96,4345180000.0
367,"Feb 28, 2017",2366.08,2367.79,2358.96,2363.64,2363.64,4210140000.0
368,"Feb 27, 2017",2365.23,2371.54,2361.87,2369.75,2369.75,3582610000.0
369,"Feb 24, 2017",2355.73,2367.34,2352.87,2367.34,2367.34,3831570000.0
370,"Feb 23, 2017",2367.5,2368.26,2355.09,2363.81,2363.81,4015260000.0
371,"Feb 22, 2017",2361.11,2365.13,2358.34,2362.82,2362.82,3468670000.0
372,"Feb 21, 2017",2354.91,2366.71,2354.91,2365.38,2365.38,3579780000.0
373,"Feb 17, 2017",2343.01,2351.16,2339.58,2351.16,2351.16,3513060000.0
374,"Feb 16, 2017",2349.64,2351.31,2338.87,2347.22,2347.22,3672370000.0
375,"Feb 15, 2017",2335.58,2351.3,2334.81,2349.25,2349.25,3775590000.0
376,"Feb 14, 2017",2326.12,2337.58,2322.17,2337.58,2337.58,3520910000.0
377,"Feb 13, 2017",2321.72,2331.58,2321.42,2328.25,2328.25,3349730000.0
378,"Feb 10, 2017",2312.27,2319.23,2311.1,2316.1,2316.1,3475020000.0
379,"Feb 09, 2017",2296.7,2311.08,2296.61,2307.87,2307.87,3677940000.0
380,"Feb 08, 2017",2289.55,2295.91,2285.38,2294.67,2294.67,3609740000.0
381,"Feb 07, 2017",2295.87,2299.4,2290.16,2293.08,2293.08,3448690000.0
382,"Feb 06, 2017",2294.28,2296.18,2288.57,2292.56,2292.56,3109050000.0
383,"Feb 03, 2017",2288.54,2298.31,2287.88,2297.42,2297.42,3597970000.0
384,"Feb 02, 2017",2276.69,2283.97,2271.65,2280.85,2280.85,3807710000.0
385,"Feb 01, 2017",2285.59,2289.14,2272.44,2279.55,2279.55,3916610000.0
386,"Jan 31, 2017",2274.02,2279.09,2267.21,2278.87,2278.87,4087450000.0
387,"Jan 30, 2017",2286.01,2286.01,2268.04,2280.9,2280.9,3591270000.0
388,"Jan 27, 2017",2299.02,2299.02,2291.62,2294.69,2294.69,3135890000.0
389,"Jan 26, 2017",2298.63,2300.99,2294.08,2296.68,2296.68,3610360000.0
390,"Jan 25, 2017",2288.88,2299.55,2288.88,2298.37,2298.37,3846020000.0
391,"Jan 24, 2017",2267.88,2284.63,2266.68,2280.07,2280.07,3810960000.0
392,"Jan 23, 2017",2267.78,2271.78,2257.02,2265.2,2265.2,3152710000.0
393,"Jan 20, 2017",2269.96,2276.96,2265.01,2271.31,2271.31,3524970000.0
394,"Jan 19, 2017",2271.9,2274.33,2258.41,2263.69,2263.69,3165970000.0
395,"Jan 18, 2017",2269.14,2272.01,2263.35,2271.89,2271.89,3315250000.0
396,"Jan 17, 2017",2269.14,2272.08,2262.81,2267.89,2267.89,3584990000.0
397,"Jan 13, 2017",2272.74,2278.68,2271.51,2274.64,2274.64,3081270000.0
398,"Jan 12, 2017",2271.14,2271.78,2254.25,2270.44,2270.44,3462130000.0
399,"Jan 11, 2017",2268.6,2275.32,2260.83,2275.32,2275.32,3620410000.0
400,"Jan 10, 2017",2269.72,2279.27,2265.27,2268.9,2268.9,3638790000.0
401,"Jan 09, 2017",2273.59,2275.49,2268.9,2268.9,2268.9,3217610000.0
402,"Jan 06, 2017",2271.14,2282.1,2264.06,2276.98,2276.98,3339890000.0
403,"Jan 05, 2017",2268.18,2271.5,2260.45,2269.0,2269.0,3761820000.0
404,"Jan 04, 2017",2261.6,2272.82,2261.6,2270.75,2270.75,3764890000.0
405,"Jan 03, 2017",2251.57,2263.88,2245.13,2257.83,2257.83,3770530000.0
406,"Dec 30, 2016",2251.61,2253.58,2233.62,2238.83,2238.83,2670900000.0
407,"Dec 29, 2016",2249.5,2254.51,2244.56,2249.26,2249.26,2336370000.0
408,"Dec 28, 2016",2270.23,2271.31,2249.11,2249.92,2249.92,2392360000.0
409,"Dec 27, 2016",2266.23,2273.82,2266.15,2268.88,2268.88,1987080000.0
410,"Dec 23, 2016",2260.25,2263.79,2258.84,2263.79,2263.79,2020550000.0
411,"Dec 22, 2016",2262.93,2263.18,2256.08,2260.96,2260.96,2876320000.0
412,"Dec 21, 2016",2270.54,2271.23,2265.15,2265.18,2265.18,2852230000.0
413,"Dec 20, 2016",2266.5,2272.56,2266.14,2270.76,2270.76,3298780000.0
414,"Dec 19, 2016",2259.24,2267.47,2258.21,2262.53,2262.53,3248370000.0
415,"Dec 16, 2016",2266.81,2268.05,2254.24,2258.07,2258.07,5920340000.0
416,"Dec 15, 2016",2253.77,2272.12,2253.77,2262.03,2262.03,4168200000.0
417,"Dec 14, 2016",2268.35,2276.2,2248.44,2253.28,2253.28,4406970000.0
418,"Dec 13, 2016",2263.32,2277.53,2263.32,2271.72,2271.72,3857590000.0
419,"Dec 12, 2016",2258.83,2264.03,2252.37,2256.96,2256.96,4034510000.0
420,"Dec 09, 2016",2249.73,2259.8,2249.23,2259.53,2259.53,3884480000.0
421,"Dec 08, 2016",2241.13,2251.69,2237.57,2246.19,2246.19,4200580000.0
422,"Dec 07, 2016",2210.72,2241.63,2208.93,2241.35,2241.35,4501820000.0
423,"Dec 06, 2016",2207.26,2212.78,2202.21,2212.23,2212.23,3855320000.0
424,"Dec 05, 2016",2200.65,2209.42,2199.97,2204.71,2204.71,3895230000.0
425,"Dec 02, 2016",2191.12,2197.95,2188.37,2191.95,2191.95,3779500000.0
426,"Dec 01, 2016",2200.17,2202.6,2187.44,2191.08,2191.08,5063740000.0
427,"Nov 30, 2016",2204.97,2214.1,2198.81,2198.81,2198.81,5533980000.0
428,"Nov 29, 2016",2200.76,2210.46,2198.15,2204.66,2204.66,3706560000.0
429,"Nov 28, 2016",2210.21,2211.14,2200.36,2201.72,2201.72,3505650000.0
430,"Nov 25, 2016",2206.27,2213.35,2206.27,2213.35,2213.35,1584600000.0
431,"Nov 23, 2016",2198.55,2204.72,2194.51,2204.72,2204.72,3418640000.0
432,"Nov 22, 2016",2201.56,2204.8,2194.51,2202.94,2202.94,3957940000.0
433,"Nov 21, 2016",2186.43,2198.7,2186.43,2198.18,2198.18,3607010000.0
434,"Nov 18, 2016",2186.85,2189.89,2180.38,2181.9,2181.9,3572400000.0
435,"Nov 17, 2016",2178.61,2188.06,2176.65,2187.12,2187.12,3809160000.0
436,"Nov 16, 2016",2177.53,2179.22,2172.2,2176.94,2176.94,3830590000.0
437,"Nov 15, 2016",2168.29,2180.84,2166.38,2180.39,2180.39,4543860000.0
438,"Nov 14, 2016",2165.64,2171.36,2156.08,2164.2,2164.2,5367200000.0
439,"Nov 11, 2016",2162.71,2165.92,2152.49,2164.45,2164.45,4988050000.0
440,"Nov 10, 2016",2167.49,2182.3,2151.17,2167.48,2167.48,6451640000.0
441,"Nov 09, 2016",2131.56,2170.1,2125.35,2163.26,2163.26,6264150000.0
442,"Nov 08, 2016",2129.92,2146.87,2123.56,2139.56,2139.56,3916930000.0
443,"Nov 07, 2016",2100.59,2132.0,2100.59,2131.52,2131.52,3736060000.0
444,"Nov 04, 2016",2083.79,2099.07,2083.79,2085.18,2085.18,3837860000.0
445,"Nov 03, 2016",2098.8,2102.56,2085.23,2088.66,2088.66,3886740000.0
446,"Nov 02, 2016",2109.43,2111.76,2094.0,2097.94,2097.94,4248580000.0
447,"Nov 01, 2016",2128.68,2131.45,2097.85,2111.72,2111.72,4532160000.0
448,"Oct 31, 2016",2129.78,2133.25,2125.53,2126.15,2126.15,3922400000.0
449,"Oct 28, 2016",2132.23,2140.72,2119.36,2126.41,2126.41,4019510000.0
450,"Oct 27, 2016",2144.06,2147.13,2132.52,2133.04,2133.04,4204830000.0
451,"Oct 26, 2016",2136.97,2145.73,2131.59,2139.43,2139.43,3775200000.0
452,"Oct 25, 2016",2149.72,2151.44,2141.93,2143.16,2143.16,3751340000.0
453,"Oct 24, 2016",2148.5,2154.79,2146.91,2151.33,2151.33,3357320000.0
454,"Oct 21, 2016",2139.43,2142.63,2130.09,2141.16,2141.16,3448850000.0
455,"Oct 20, 2016",2142.51,2147.18,2133.44,2141.34,2141.34,3337170000.0
456,"Oct 19, 2016",2140.81,2148.44,2138.15,2144.29,2144.29,3362670000.0
457,"Oct 18, 2016",2138.31,2144.38,2135.49,2139.6,2139.6,3170000000.0
458,"Oct 17, 2016",2132.95,2135.61,2124.43,2126.5,2126.5,2830390000.0
459,"Oct 14, 2016",2139.68,2149.19,2132.98,2132.98,2132.98,3228150000.0
460,"Oct 13, 2016",2130.26,2138.19,2114.72,2132.55,2132.55,3580450000.0
461,"Oct 12, 2016",2137.67,2145.36,2132.77,2139.18,2139.18,2977100000.0
462,"Oct 11, 2016",2161.35,2161.56,2128.84,2136.73,2136.73,3438270000.0
463,"Oct 10, 2016",2160.39,2169.6,2160.39,2163.66,2163.66,2916550000.0
464,"Oct 07, 2016",2164.19,2165.86,2144.85,2153.74,2153.74,3619890000.0
465,"Oct 06, 2016",2158.22,2162.93,2150.28,2160.77,2160.77,3461550000.0
466,"Oct 05, 2016",2155.15,2163.95,2155.15,2159.73,2159.73,3906550000.0
467,"Oct 04, 2016",2163.37,2165.46,2144.01,2150.49,2150.49,3750890000.0
468,"Oct 03, 2016",2164.33,2164.41,2154.77,2161.2,2161.2,3137550000.0
469,"Sep 30, 2016",2156.51,2175.3,2156.51,2168.27,2168.27,4173340000.0
470,"Sep 29, 2016",2168.9,2172.67,2145.2,2151.13,2151.13,4249220000.0
471,"Sep 28, 2016",2161.85,2172.4,2151.79,2171.37,2171.37,3891460000.0
472,"Sep 27, 2016",2146.04,2161.13,2141.55,2159.93,2159.93,3437770000.0
473,"Sep 26, 2016",2158.54,2158.54,2145.04,2146.1,2146.1,3216170000.0
474,"Sep 23, 2016",2173.29,2173.75,2163.97,2164.69,2164.69,3317190000.0
475,"Sep 22, 2016",2170.94,2179.99,2170.94,2177.18,2177.18,3552830000.0
476,"Sep 21, 2016",2144.58,2165.11,2139.57,2163.12,2163.12,3712090000.0
477,"Sep 20, 2016",2145.94,2150.8,2139.17,2139.76,2139.76,3140730000.0
478,"Sep 19, 2016",2143.99,2153.61,2135.91,2139.12,2139.12,3163000000.0
479,"Sep 16, 2016",2146.48,2146.48,2131.2,2139.16,2139.16,5014360000.0
480,"Sep 15, 2016",2125.36,2151.31,2122.36,2147.26,2147.26,3373720000.0
481,"Sep 14, 2016",2127.86,2141.33,2119.9,2125.77,2125.77,3664100000.0
482,"Sep 13, 2016",2150.47,2150.47,2120.27,2127.02,2127.02,4141670000.0
483,"Sep 12, 2016",2120.86,2163.3,2119.12,2159.04,2159.04,4010480000.0
484,"Sep 09, 2016",2169.08,2169.08,2127.81,2127.81,2127.81,4233960000.0
485,"Sep 08, 2016",2182.76,2184.94,2177.49,2181.3,2181.3,3727840000.0
486,"Sep 07, 2016",2185.17,2187.87,2179.07,2186.16,2186.16,3319420000.0
487,"Sep 06, 2016",2181.61,2186.57,2175.1,2186.48,2186.48,3447650000.0
488,"Sep 02, 2016",2177.49,2184.87,2173.59,2179.98,2179.98,3091120000.0
489,"Sep 01, 2016",2171.33,2173.56,2157.09,2170.86,2170.86,3392120000.0
490,"Aug 31, 2016",2173.56,2173.79,2161.35,2170.95,2170.95,3766390000.0
491,"Aug 30, 2016",2179.45,2182.27,2170.41,2176.12,2176.12,3006800000.0
492,"Aug 29, 2016",2170.19,2183.48,2170.19,2180.38,2180.38,2654780000.0
493,"Aug 26, 2016",2175.1,2187.94,2160.39,2169.04,2169.04,3342340000.0
494,"Aug 25, 2016",2173.29,2179.0,2169.74,2172.47,2172.47,2969310000.0
495,"Aug 24, 2016",2185.09,2186.66,2171.25,2175.44,2175.44,3148280000.0
496,"Aug 23, 2016",2187.81,2193.42,2186.8,2186.9,2186.9,3041490000.0
497,"Aug 22, 2016",2181.58,2185.15,2175.96,2182.64,2182.64,2777550000.0
498,"Aug 19, 2016",2184.24,2185.0,2175.13,2183.87,2183.87,3084800000.0
499,"Aug 18, 2016",2181.9,2187.03,2180.46,2187.02,2187.02,3300570000.0
500,"Aug 17, 2016",2177.84,2183.08,2168.5,2182.22,2182.22,3388910000.0
501,"Aug 16, 2016",2186.24,2186.24,2178.14,2178.15,2178.15,3196400000.0
502,"Aug 15, 2016",2186.08,2193.81,2186.08,2190.15,2190.15,3078530000.0
